signing_frequency,timestamp_pattern_deviation,key_age_days,failed_attempt_count,transaction_frequency,device_fingerprint_change,session_reuse_count,historical_behavior_delta,signature_verification_failures,replay_indicator_score,transaction_value_zscore,ip_geo_anomaly,hour_of_day_anomaly,key_usage_burst_rate,signature_entropy_score,session_duration_anomaly,cross_key_correlation,endpoint_sensitivity_weight,label
0.3255738189142335,0.33079949992689806,0.13898071330633358,0.09870408433351821,0.24240628852998536,0.34692491232417216,0.05658300788782858,0.16349225588147126,0.31871820507884874,0.2550068335924696,0.4199528344718795,0.0806359055108388,0.5322597920139347,0.06544090677165046,0.006500353740608755,0.24293046646032318,0.1138649286104789,0.2453493203146145,0
0.17258371346517165,0.23825256803944697,0.13955124300760333,0.22250854414408414,0.48274736289384396,0.37511604720716407,0.286964552967958,0.4362012713145902,0.15101246823920253,0.5488527843855995,0.19473969789283274,0.49045670746110154,0.48992836573355786,0.03961242318433536,0.42605105717701774,0.2159309031456788,0.18184378512183158,0.31295657441979835,0
0.46777051527385755,0.320856064592115,0.39539090545530114,0.3604698109925947,0.23199117256601587,0.22666632983927823,0.21428559558054752,0.3317322703000293,0.17195617871537638,0.4570039530441481,0.16049568355931285,0.27573700867564344,0.22251030255448617,0.19590480227361678,0.5106816222956335,0.19731347903050442,0.21343345828090882,0.17030396818529323,0
0.7331021850460194,0.7447977925916113,0.8692310917824075,0.7090176308956746,0.6092959844256233,0.7506097490843666,0.40284209822252076,0.4221671966653302,0.5721727814179492,0.6014280483894366,0.6581045975543095,0.814037785488998,0.8549784588755215,0.6458179334171655,0.7159276000878512,0.7477845837063144,0.7155214988155322,0.7776482876411688,1
0.3099040790966283,0.15212422796241382,0.06166733271348904,0.007266925435053334,0.2583826588134582,0.2857647657840302,0.10818621068171028,0.37552387990616354,0.26826617791556945,0.41193431378984235,0.2944643043980309,0.12203997137450184,0.30499374559481784,0.33041328338465215,0.1842851696935593,0.07694884032281499,0.2620355277167927,0.12989864376205784,0
0.11209552033740472,0.02102435041296799,0.23597437763097712,0.13025776201071693,0.23981793620055883,0.05797529811478272,0.15856306500276907,0.2678352514363397,0.2939451517340725,0.3000966350490417,0.09154132190115552,0.3525622876162674,0.15397459640777797,0.32594294975287674,0.24872335880581684,0.08483350011064625,0.21205627545025746,0.2938436490476521,0
0.04762382185190778,0.15085246403632568,0.2797199081330732,0.22849280494602942,0.21959469172623822,0.2308978154343927,0.27440658887439323,0.12897567496682708,0.3348219569078861,0.32951991644625805,0.2962045525187321,0.3167840131301516,0.2855701600970391,0.4942087963277281,0.2395486994736988,0.2131500137998508,0.15957669035711466,0.1261284795306596,0
0.11449406983558788,0.26407387522884573,0.37257227107219315,0.0,0.2711542980629311,0.2053102534489015,0.05296022482756629,0.2598312706156371,0.23362237218874626,0.24710916973628333,0.20820872557062847,0.12743949376550318,0.07542365996821038,0.16711720716704506,0.35311025368912774,0.27796843524720943,0.2416992004664092,0.12522782211142125,0
0.23252067121630782,0.24303537665130456,0.3248370519533982,0.17458748785814399,0.0,0.12019603387804953,0.24267424171469112,0.2576661070603998,0.45204977471499813,0.3199295728789719,0.2597836335077787,0.24611304678622747,0.38250200586036315,0.17918674574110743,0.23316594547112815,0.11928902558340382,0.42026872584343644,0.29709987244019365,0
0.3019253082218669,0.22915272476796206,0.16435678337791843,0.13431520904190064,0.2213709803892081,0.3063995782887111,0.21040204186943806,0.10737684072442291,0.24302500539574146,0.37546569607031405,0.2548321109493053,0.2582108250753146,0.21091972518661906,0.14324034273224748,0.13925231003755412,0.050577511989770174,0.3917471003664582,0.30549450112574195,0
0.9642945041218344,0.6469576810248208,0.3224058876601254,0.727047833750802,0.8579060270863637,1.0,0.7102214997171354,0.6107720785717478,1.0,0.7279409922044165,0.4990017589388409,0.6985966283851512,0.899986976402883,0.6623058387736842,0.86298490542094,0.43109867394068313,0.4618486543458497,0.5877259120541382,1
0.3299601274889481,0.24724655564473752,0.28372111065841743,0.23243803313914357,0.21988134152939667,0.1458122591182343,0.34485162576210804,0.4287644844089725,0.18319979693078978,0.3164248605965314,0.3018620349592291,0.25097173736186307,0.066808511996234,0.09380831786672891,0.15628216586181154,0.0,0.41896368758867375,0.2941243875015656,0
0.9437003937066001,0.7528680287331592,1.0,0.7158820017323867,1.0,0.8232493360309476,0.6508896739511845,0.5077565668566938,0.5745616140472989,0.774087524109117,0.7040305428513872,0.4906874995716243,0.9526965207649057,0.7062064631585967,0.7326269421943851,0.5102303707504896,0.5815732133536929,0.3203338778858377,1
0.21027393622335033,0.08561878417454266,0.321489748805406,0.33113648617322294,0.4642153362359067,0.37096603154327107,0.17873256052531178,0.12953648996589823,0.08578102797731366,0.4267869214767364,0.15661908588665607,0.42762758427655684,0.313008644903448,0.28958834579127524,0.21317580249276422,0.3292807495602701,0.24814350845958374,0.20569440502374275,0
0.41029412035842794,0.22703872159659277,0.41845856704798684,0.19689571457293795,0.4246054691524853,0.26577829801665426,0.28098745879872344,0.43776616260038853,0.20658754270669946,0.137065348489005,0.19617229503659747,0.30428007407717667,0.06210891133833829,0.3264965083181346,0.18534744188587082,0.3877375192880276,0.0,0.15561210698749978,0
0.20344390403272228,0.16657487600040202,0.4225687824112665,0.10015146207234338,0.06537589224539953,0.3162140898744894,0.23713522044288296,0.22324661964650613,0.31715634955653565,0.266405396475344,0.24438188957676574,0.08132246776916316,0.04982858203938051,0.1659485942451343,0.11987620709212843,0.28230469582278245,0.034154210714828465,0.19634078884777195,0
0.31574932977949427,0.12412260577933662,0.23110757536069101,0.2678366061355208,0.35135148635621105,0.21865817258067732,0.20596622826437896,0.21650978826237904,0.12040567764385893,0.3258771762510024,0.283760124493829,0.302220240557806,0.2416548396960303,0.22685464481318882,0.3910720405877022,0.3726143764188419,0.41977607034212655,0.29471132217950446,0
0.6945791686390282,0.818681436298341,0.8320416504899123,0.6407428901880194,0.917241446812138,0.6788607737449656,0.7238409387561584,0.544045571941614,0.6712889877012733,0.6533449864572299,0.5579304176033605,0.7987882248673384,0.638191592595978,0.7985865490331258,0.8206146761916315,0.6198976333907275,0.7774274189414411,0.8981494132629368,1
0.20260032744421905,0.18225914012635758,0.18354818153966057,0.08174848047486821,0.15995496300082251,0.4298104330780388,0.2252080887319004,0.33452940022673183,0.0,0.31819735707590546,0.23063767547570635,0.19222719725313894,0.2717151948905358,0.19050096954255666,0.0,0.36066975294063247,0.27916210736178315,0.21232690543025778,0
0.2804974513228343,0.1715563391460988,0.18388304949774215,0.11396201781752496,0.06263960877972732,0.23623015099717254,0.347951153750463,0.08436611270152639,0.2827567892949109,0.34415574560600737,0.02959194774143853,0.21753026798365374,0.4475452240550048,0.3162329221308848,0.025545142112525426,0.3290007354893933,0.16027158469260055,0.3329568316111311,0
0.3699203598969387,0.2616896095549338,0.34549336116930796,0.19634108112040638,0.24405293949381007,0.23614013448412782,0.14967314621850553,0.3294497841498103,0.3280298806694037,0.321226563388668,0.43443587847011733,0.4239213761483564,0.20500663721810375,0.2947662782121014,0.17516791728901449,0.25280263793374663,0.17803006610573624,0.44440843709632616,0
0.1377120160978778,0.10741615730555956,0.05185866891333629,0.22180591554705173,0.0736401469515634,0.12993691790111295,0.2027317752586837,0.08968992287302793,0.29557026261984365,0.3388267676326825,0.18406875762695218,0.19755672308679978,0.3144915724166893,0.16432058833183852,0.15607193060832458,0.3935798173823548,0.35610252864553443,0.3221860002812703,0
0.040366703778775936,0.2573503900307535,0.3126945833451401,0.2581130558533847,0.46229790064230425,0.1294525426204024,0.17066755397275357,0.26596227948204043,0.2792520172230918,0.02185496499684733,0.32232375998507234,0.2797980207466718,0.0,0.2359948877338094,0.15297501736735988,0.19560120828234517,0.08942790583865648,0.29994264144082866,0
0.21884249214962592,0.7312966240399464,0.7974012500089096,0.7179254231796455,0.42109808906605567,0.6443752250827158,0.4756301637998893,0.3963102538362712,0.6831853753272437,0.6076043552016912,0.9370745258995982,0.6242628946294367,0.839974723295686,0.5846892232671035,0.8201832802420532,0.9278055445786604,0.6850385209171346,0.9138553888365012,1
0.2247690697871886,0.2301213024851021,0.09014590847081652,0.22545741529921623,0.09861099251226418,0.028255585623349982,0.1197784755867306,0.43104218893647656,0.2175326558184068,0.2763852835628039,0.18838044985623326,0.035133877665772306,0.3623335749915649,0.0,0.183424878785001,0.24344621429799268,0.2776587572115826,0.1628236474565356,0
0.4552691090790704,0.4338992765750818,0.32150529227786584,0.06250203151656039,0.28681659221249795,0.29604365189808424,0.2530648250068288,0.18159867332687685,0.2064842747356307,0.17323421113755133,0.11259112499691712,0.4139185402561893,0.3558776554035634,0.21580846689000277,0.29226139700413234,0.2967641068468642,0.5311460269691275,0.3547082417098846,0
0.27427818166700263,0.15264443982559012,0.22900841415953918,0.01256011997327719,0.36116520973998956,0.15751848883934,0.24584123783044248,0.07879678944426652,0.1801175680646112,0.21644906157789673,0.2486450983647004,0.30756790186270144,0.4226890100183464,0.33792531313232277,0.36545974517754937,0.42353249319317654,0.3183649457827237,0.24559513652572057,0
0.324770288021902,0.2354589434348737,0.3444234687810714,0.4013047006100203,0.35561924608810497,0.24615843338039212,0.1499381568992792,0.14709190847342712,0.16825388516893822,0.2808490238409916,0.312376450426676,0.08025612184671643,0.1895205869963739,0.27919425583664725,0.14203841078828772,0.30206849836715255,0.21310860509001212,0.1631895673996892,0
0.4629018668204522,0.15515336155813317,0.33913928079466643,0.24283978233273656,0.21067090999998836,0.3258778408561056,0.21409918249724924,0.0,0.0,0.40269065923408587,0.3976310149455635,0.4764809135507136,0.2478966102061387,0.09488382376025306,0.19964993888187982,0.2513709418433575,0.12915541308578687,0.447828966756864,0
0.28447489132436365,0.33985766631789727,0.16998989797517733,0.2316122847690143,0.1511043134392628,0.10015088671507463,0.2900258813963446,0.27226159679016926,0.3325182981410815,0.31553341970709364,0.27911731255886346,0.3167939998813065,0.24487802845270282,0.29954696742668807,0.16286267167763685,0.2943647110766956,0.3302101222343211,0.16963822863133562,0
0.18288894161563013,0.14506000569894617,0.1126152729239385,0.36999153655824246,0.01414019535935801,0.14949615106726116,0.2644152119093491,0.4394035682684196,0.3164629835620383,0.14847704613606372,0.43352241449281775,0.08738519203540329,0.2818403398426185,0.3085341574902658,0.14426613001594707,0.33371116622659047,0.18833318452708486,0.33341709130215574,0
0.2731731761745791,0.2074845485075193,0.32055531356957323,0.15620945413297643,0.48128773047925066,0.047126511630879275,0.4558576287616295,0.26079861629305995,0.3162909498096296,0.4101429883710349,0.35291937941992835,0.16239677346483264,0.3220107466315122,0.47409687671615397,0.1435249945407013,0.5042114213432773,0.29628429831622766,0.19801266736956913,0
0.6189177530984981,0.7263277820060998,0.6996018076592262,0.810581403085,0.7180606439640245,0.8199010340968208,0.7510959263811002,0.9726766200377028,0.6655707056244536,0.7814248071129359,0.8541069457997676,0.6631194884653591,0.8097105032538384,0.9134511108161136,0.5437885207140154,0.9957006839499054,0.6314028069041131,0.9607821589819352,1
0.21581391203409103,0.27373480983302223,0.3807060996052951,0.40932233587212297,0.24170344783286327,0.4124303067483277,0.2610551990120931,0.14951221314070456,0.17867195773615177,0.07233561849219805,0.1434239375519617,0.2070379974310685,0.3464302023254322,0.4564923797399181,0.0841382181547552,0.2971392961911903,0.12513472730109587,0.3069636506155842,0
1.0,0.6542133872004854,0.4449903852319153,0.7404380376762272,0.7900578435975802,0.8695162918845569,0.6665308059162832,0.5387177043715762,0.6869478054416001,0.9955152861632776,0.7069811507861918,0.7898319311907898,0.6233727081883372,0.5942292628731553,0.7194574911671523,0.5929426950858225,0.7451910279162318,0.6503954137299449,1
0.41034233200146053,0.3997539982071318,0.21969791988364423,0.29361452054068876,0.0,0.11123828076816006,0.21474652958174442,0.12134403742877689,0.3357275779156791,0.4896755836897593,0.10880623366848377,0.14950439150977687,0.27825380419719165,0.4433339378199545,0.10331508249521162,0.27988433467683305,0.46855586209757305,0.05178890221848795,0
0.2405626877953155,0.24890554569684692,0.20370603280950828,0.5734902139358697,0.20047222486629412,0.30397181912413573,0.15804386557368588,0.3133297590399285,0.3544945116222322,0.17944431559046825,0.24343578217377604,0.1425664276130952,0.11267154255401302,0.3744154519000248,0.18351988649396225,0.0,0.46184273877923476,0.15374856123248726,0
0.0,0.13199008256091632,0.3325313357919847,0.3955460430067787,0.3831003773790558,0.05895843973102535,0.2861862768175485,0.37186182597795153,0.05099973213013059,0.24905145815521162,0.28286108779701474,0.21390824981839182,0.02774057735185581,0.21091622679115257,0.21072334836939713,0.2322313114542695,0.18238342894899165,0.19683854161102393,0
0.5104148971517013,0.451290323201712,0.3347785306956563,0.292785085395454,0.026526763838503054,0.26881097954568384,0.18409341777280347,0.1519996799652734,0.2685763707969591,0.19346679886639614,0.35431594551626205,0.01768542788647992,0.25900137068151785,0.1445083331783148,0.20084370053011677,0.286555170337509,0.11592305648679196,0.26970785671749575,0
0.09851427939657267,0.061554395389251226,0.2749326478732146,0.11292215297520694,0.2119951134490181,0.24432649724790914,0.23914739333623417,0.38518459381389913,0.4701707486950604,0.19252985766014094,0.11432090034361117,0.2966615385980291,0.44577761373312635,0.20161418123924274,0.35204306704170557,0.14954372889590573,0.2525525641720147,0.11056692612398125,0
0.19122482709573807,0.3851805821491518,0.2114115798143678,0.26330231224877565,0.22616605516372962,0.3108870903211772,0.37515339067151154,0.35027625482695596,0.19399977165314847,0.39508563623269866,0.140037836425574,0.16090217039463928,0.23466391170254813,0.37561605426505473,0.10958182966676738,0.3569780972966385,0.2434303486218427,0.19795197716966392,0
0.3838858842158046,0.13972163568644586,0.14500219519979896,0.2117556077923033,0.34859682208661946,0.0,0.2653847603309508,0.36185461893768034,0.3569027736421767,0.33502739018048,0.37756006242946494,0.0,0.44361624274867284,0.289648594428805,0.4101581526013605,0.10904386277039507,0.039540778649362035,0.4643653222006767,0
0.3886095966638265,0.30453503475321453,0.35149663884940907,0.3207255939599597,0.3572737986167184,0.4401286999568875,0.4097252760146001,0.5289764751515098,0.396080953768863,0.1696663868166992,0.35167744501669945,0.3352522214781514,0.4804353886278626,0.1339409779988453,0.31695412976715237,0.16827155862796508,0.3115054124920162,0.22423040024803367,0
0.3498197742515655,0.18438658932829316,0.2896465306787178,0.3987648288482948,0.09292906277758178,0.2445835143384586,0.22951670245373565,0.29556914507535526,0.39869919981045215,0.09046578224051105,0.318375753844692,0.3737828529992442,0.22763475232518607,0.23350636085282517,0.30021392427819066,0.2913780493467746,0.3198823128840547,0.317353663168146,0
0.22919553415587354,0.35870404713802967,0.3521265145270214,0.19620833785381173,0.09598930286080179,0.11178180051316444,0.4242000451028898,0.2682084894301855,0.04194146428245099,0.3500752633336684,0.03557784787865695,0.15086509077040466,0.2597553247088249,0.5524502895882792,0.34792012940242406,0.19211323184600165,0.25339771552122753,0.3603651059922725,0
0.9123362332062831,0.8158159014369317,0.8672953051541935,0.8363043665653166,0.7343380471292874,0.3385949971802605,0.9287606190015085,0.5592027074683188,0.5164421612140077,0.6690916865747015,1.0,0.7992985835419766,0.5325090465109111,0.8025362951656667,0.7198695043573802,0.8176326799871411,0.7702726208277868,0.552850840614987,1
0.29552069995410873,0.08653006241590486,0.40066928391032597,0.25362958778271444,0.22069756970779975,0.14873739097547944,0.3246710497924247,0.15346026165491064,0.1317546395116143,0.3926019904726419,0.2925545392930027,0.22180846861020734,0.326971958168046,0.2510718247732838,0.29596157805420203,0.1519782517149454,0.49844783306927465,0.180445603878853,0
0.08198772661388154,0.31802056023871234,0.24329570441458664,0.0785274199664599,0.3014303398853898,0.21771674076261752,0.31367979106329635,0.3030088257497088,0.1770083174147393,0.32594137173090454,0.1902513900838121,0.19805417521828345,0.18612743120543465,0.3857169313367525,0.21633131343347672,0.4146931816677102,0.46401818442242315,0.16135370357746615,0
0.27329249296585983,0.29516854857846736,0.17411298917807738,0.1743073953770532,0.3969275775914532,0.3262612533424399,0.12724418005331178,0.27170361095857976,0.0,0.18112718035607,0.3653233211943887,0.23498252935466085,0.26414952035992373,0.0,0.20292956582366178,0.2905926668592655,0.30583478504780076,0.36548268536012374,0
0.22198195865528053,0.33078084065876295,0.2601080446871271,0.1741461648472365,0.28249769882572173,0.3305799434200297,0.2760314422500383,0.1442582548616659,0.1943727232173187,0.1952911095790411,0.14890672540831548,0.28762474979268027,0.30017345155516933,0.36754211210646354,0.14708531822072426,0.1807025576525448,0.43654833423174855,0.23026049631124956,0
0.21254856159444502,0.3377793171765841,0.09118894878841546,0.25059480364108844,0.2783524924706816,0.38869012449981016,0.05976944528706818,0.2536903058241885,0.11977176506294285,0.310659525304993,0.34326598437473516,0.4044604291009705,0.18579646548299505,0.36126717828265487,0.4133081904972464,0.05281036361734398,0.32348139041181406,0.3650213504536127,0
0.4520303451445627,0.18628281945331424,0.3753847374945313,0.25815839512613065,0.20054207458516388,0.033076376827008064,0.2294122587740382,0.06287401176332694,0.3660759083011327,0.43201511885670973,0.15437068128439718,0.28623648910231253,0.16295301735904294,0.17458183238358527,0.34293936446384454,0.2453754085787905,0.4587577650317214,0.19213210255564947,0
0.7683428331324099,0.7632424416815635,0.7353608979627241,0.7449064167981725,0.7634387241011901,1.0,1.0,0.6884742826936304,0.6390966079779722,0.8708561958490966,1.0,0.7431902816934277,0.9207076625226938,0.9053585581696357,1.0,0.6754139499451617,0.520727704375272,1.0,1
0.0,0.5014355413516833,0.23307189678425777,0.0,0.16387006293281486,0.14492053202969607,0.17130182417604384,0.20624303250413886,0.17048594160092895,0.15203055075181449,0.11095804576013879,0.3486147308719704,0.3941362738283496,0.21945114121164547,0.24788360199612694,0.11484029677689067,0.258522483800371,0.2775956514584583,0
0.13708715284084422,0.08040716985225949,0.0,0.0582811129325399,0.3725545316724952,0.1315741646547962,0.31418705341634556,0.36479768678142566,0.25198956222489494,0.2141719345214715,0.26596275046331963,0.20000555601710635,0.39446911144679564,0.4751840648973391,0.42397741964451463,0.0,0.19755678893678633,0.25049909665373876,0
0.1952234626930333,0.38586814866150976,0.17267594557443727,0.24276977843184558,0.12136449372517369,0.3046028464417024,0.42341511483118405,0.24071725842149752,0.22637371615553087,0.11624596443184879,0.22248488157372304,0.058864688833416695,0.14045464159374071,0.2772143255330963,0.4082815837289675,0.5871053033475404,0.17960978979149192,0.42223601879745276,0
0.010572204745993075,0.18173048824624882,0.4993618052359613,0.14640672493487744,0.15468911864808754,0.1302901107628208,0.39577413718594234,0.22085011460498724,0.17489125252610332,0.4196168820634421,0.31953929055226443,0.13968517099476885,0.10316993067258637,0.3889803957855968,0.2520145796490059,0.06411231761726649,0.03602611757277413,0.11607535417602896,0
0.1331327894030349,0.330391369145184,0.3163331378345049,0.12297493671599313,0.31716423403644034,0.4092240348183731,0.24411681826413884,0.12904467735233366,0.35499451075770966,0.4567654517165048,0.14366316358725226,0.25471024887400406,0.3808186761864425,0.2638430457955824,0.04032444003902977,0.3032101262542958,0.13254296364125212,0.09751328812071838,0
0.4725106488015548,0.261223514073185,0.3723058998370719,0.297875518012796,0.20402636633499294,0.01902683752829265,0.4451790792498543,0.12410773728626529,0.4159325093701323,0.3144169155114701,0.13287846577031692,0.28743980341827435,0.5059493273542395,0.43427830970365255,0.18847443326386615,0.16456230901783814,0.2620249644779286,0.2301383525236196,0
0.2859358628624798,0.12737647698094753,0.3089728353837366,0.09690832542994399,0.40662934400920825,0.300656630682189,0.15102033078908889,0.34656129137587777,0.5189829866963602,0.2238859480228659,0.31604958276295514,0.1981804816370798,0.2602422661142014,0.06913185279622633,0.24993645837929618,0.2552292795796734,0.4658797332213698,0.034599626475598055,0
0.3814748387204844,0.23114814097646252,0.18430536723939306,0.05331100010051687,0.21724401995525222,0.3120249936183954,0.3413210216498932,0.0820977302012775,0.3910390151591959,0.13306950146443441,0.23546222304464048,0.18174203420109525,0.30006998605988644,0.2612889661050214,0.3313562266443807,0.4712565537429261,0.29774229676080965,0.1807984433638904,0
0.13558630119275095,0.13499347900188782,0.29442345484602456,0.10976298957227226,0.33748207034350475,0.24828632651236798,0.0306508937539344,0.2631398950673136,0.04778240504932066,0.33320344115867934,0.22015428048992847,0.47213010598081834,0.37855754132471287,0.12271689925218104,0.00751121633902993,0.15938784918503512,0.10344896766035547,0.4690885704252513,0
0.47741577374853444,0.6602235884514182,0.6159219703236031,0.6416618605816836,0.7634459524952042,0.7991614836262624,0.5206493578620581,0.853213880311724,1.0,0.8671774750149673,0.4838377364966386,0.6364544664975456,0.7395282199970726,0.7459166535913335,1.0,0.6331902424628613,0.7121967568701857,0.6119589622483329,1
0.3320341019861121,0.27504980413766933,0.13933793023478974,0.210899200374832,0.26854038989533274,0.18296370531367956,0.25032125530118693,0.040008082335586115,0.41193060362223466,0.2519091141959542,0.11807757922116274,0.0,0.37349619292400704,0.31697098632683707,0.27528228561628615,0.3536377601517525,0.35330780755560537,0.2733325684064239,0
0.12094962920574179,0.13922018511661682,0.11057197340802255,0.28003572071978067,0.2579179962301895,0.19427058169225833,0.12831169685376648,0.0980084476322989,0.24418193194352128,0.19412958644936798,0.1677271609170085,0.43565073833579315,0.24012091861687193,0.40240515207123106,0.18600973807807641,0.27937315405583885,0.24334287804923982,0.0462853228578253,0
0.46002804193626634,0.5137345072283076,0.12521613930645492,0.1784072407941617,0.3118638742044831,0.3902547217970446,0.0,0.2604804182687559,0.19154284281233255,0.019117456116362702,0.0895398664009156,0.1818670648430864,0.2570578023978946,0.3709723432316973,0.2925217738098478,0.3637047324601183,0.25320692030167147,0.16540648636756022,0
0.6927898735831266,0.5086298404104734,0.46954283767113103,0.536914887189605,0.9644681456464104,0.7379647201268663,1.0,0.6904612851888847,0.7256190974664413,0.9120284087424428,0.657496082999324,0.5058111179485062,0.44183928882886175,0.8228857645433743,0.7353495161938886,0.5873928695575894,0.6300228928748146,0.7937767025504392,1
0.3708690772701711,0.4299064893473558,0.27412322754593527,0.3240744786995282,0.2945423116740911,0.20885587519579843,0.05998764365258269,0.275790647092505,0.41547253967734676,0.31999995560291883,0.12190921708282698,0.38170258067738866,0.21286361777723917,0.0,0.3721484578219025,0.13655432510882648,0.46368740477414916,0.3877328080716902,0
0.6947083462567858,0.8730661109661763,0.885548007438545,0.8173591583500674,0.6392252548783581,0.824933739223319,0.8872831448778586,0.5522363863829036,0.9594424618398993,0.6188268568107945,0.586446930084296,0.8864837691047005,0.866360457987201,0.8807482377696445,1.0,0.7181168797674289,0.7796738368481234,0.24502891407116695,1
0.9146552225275254,0.7322974946020641,0.6694999071286437,0.6242058187192279,0.912583274329819,0.5328284618622858,0.7003094805619156,1.0,1.0,0.9970663668278559,0.38753133534830175,0.9597870489564104,0.6056666707017108,0.5523475983152286,0.5899196726001146,0.807989318321346,0.6047491272448218,0.6546095444610986,1
0.29281818621567546,0.15099808360242534,0.06784675751974184,0.2923835702081483,0.23707633880560788,0.23453687302713058,0.31252844974974875,0.3292900422916494,0.23067977300953615,0.11527967136520575,0.17336958361946248,0.3201956716558467,0.2663683196133978,0.1840288761091024,0.15587362169978516,0.32413873723071124,0.22340171133255338,0.34032601345265634,0
0.3429805305750907,0.31821641964153824,0.3226481239680044,0.3413800266608729,0.1834332730473854,0.45253357441963893,0.23666207221930877,0.2207382156421114,0.41171506015765047,0.17433197597476358,0.28843338288388254,0.16325984512057157,0.552308297853402,0.5270385420072146,0.23677108222761448,0.3123828608200639,0.2506239766056857,0.20816806139099217,0
0.39422171224945285,0.20951788549165198,0.22431034711558445,0.06844368435987164,0.3090638128727706,0.3102124030932199,0.24424149363328096,0.19981144793376143,0.5651761166204503,0.10559587168415427,0.1634275609363948,0.33499080854120744,0.12826720760042398,0.11941517001366297,0.3857822375715201,0.32262300699290686,0.30809655725131335,0.27181898188450815,0
0.33783536060620756,0.45218596270990463,0.2702723194910491,0.2503435091112476,0.31352987718733016,0.2496166860530722,0.15611710383791672,0.18817117070417208,0.11654165127086114,0.31340525138382935,0.2513670175000573,0.2067656659890283,0.18199794917952516,0.31060676154395517,0.3436537816732084,0.11433832041937808,0.09547783962692588,0.3645411946745218,0
0.7642259336332218,0.9455460382530995,0.5780710590730362,0.9054381267717947,0.6396385545180393,0.38063867991311245,0.43145392089198936,0.7974058631092709,0.8009440066769254,0.6999421832601418,1.0,0.5202033125198341,0.7663084127115247,0.7811546723019329,0.7392506443591718,0.8817359879903138,0.8563215629359175,0.8474116074788618,1
